"asset_id","parent_asset_id","asset_name","asset_class","asset_type","workstream","solution_block","product_family","product_models","production_stage","buyer_personas","buyer_problem","funnel_stage","channel","content_format","objective","key_message_or_function","primary_cta","route_or_destination","cadence","quantity","scope_treatment","mvp_required","priority","content_status","design_status","build_status","technical_validation_status","approval_status","owner","dependencies","source_refs","tags","notes"
"FA-0063","","Wire & Cable Industry Landing Page","page","industry-landing-page","website-experience","cross-family","cross-family","not-applicable","cross-stage","plant-head;production-manager;qa-qc-head;maintenance-head;owner-director;purchase-procurement","solution-discovery","awareness;consideration;conversion","website","page","Provide the master buyer gateway for the signed Wire & Cable product universe.","Route buyers by problem, production stage, or product family into proof and a qualified requirement path.","submit-technical-requirement","adaptive-requirement-form","one-time","1","signed-primary","yes","critical","specified","not-started","not-started","pending-puretronics-validation","not-started","unassigned","not-applicable","funnel-build/page-specs/wire-cable-industry-landing-page.md;data/notion-export/raw-page-fetches/internal-copy-annexure-a-funnel-architecture.json# 5. Wire & Cable Industry Landing Page","asset-class-page;channel-website;format-page;funnel-awareness;funnel-consideration;funnel-conversion;page-master-gateway;persona-maintenance-head;persona-owner-director;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;problem-solution-discovery;product-family-cross-family;readiness-specified;recurrence-one-time;scope-signed-primary;solution-cross-family;stage-cross-stage;validation-technical-required;workstream-website-experience","Single industry landing page. No standalone product-page expansion."
"FA-0064","FA-0063","Industry entry and signed-scope positioning section","section","section-industry-entry","website-experience","cross-family","cross-family","not-applicable","cross-stage","plant-head;production-manager;qa-qc-head;maintenance-head;purchase-procurement","solution-discovery","awareness;consideration","website","section","Establish relevance and signed Wire & Cable scope.","Establish relevance and signed Wire & Cable scope.","find-the-right-solution","navigation-router","one-time","1","signed-primary","yes","critical","specified","not-started","not-started","pending-puretronics-validation","not-started","unassigned","FA-0063","funnel-build/page-specs/wire-cable-industry-landing-page.md;data/notion-export/raw-page-fetches/internal-copy-annexure-a-funnel-architecture.json# 5. Wire & Cable Industry Landing Page","asset-class-section;channel-website;format-section;funnel-awareness;funnel-consideration;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;problem-solution-discovery;product-family-cross-family;readiness-specified;recurrence-one-time;scope-signed-primary;solution-cross-family;stage-cross-stage;validation-technical-required;workstream-website-experience","No additional note."
"FA-0065","FA-0063","Problem router section","section","section-problem-router","website-experience","cross-family","cross-family","not-applicable","cross-stage","plant-head;production-manager;qa-qc-head;maintenance-head;purchase-procurement","solution-discovery","awareness;consideration","website","section","Let buyers self-select by production or testing problem.","Let buyers self-select by production or testing problem.","find-by-problem","router-problem","one-time","1","signed-primary","yes","critical","specified","not-started","not-started","pending-puretronics-validation","not-started","unassigned","FA-0063","funnel-build/page-specs/wire-cable-industry-landing-page.md;data/notion-export/raw-page-fetches/internal-copy-annexure-a-funnel-architecture.json# 5. Wire & Cable Industry Landing Page","asset-class-section;channel-website;format-section;funnel-awareness;funnel-consideration;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;problem-solution-discovery;product-family-cross-family;readiness-specified;recurrence-one-time;scope-signed-primary;solution-cross-family;stage-cross-stage;validation-technical-required;workstream-website-experience","No additional note."
"FA-0066","FA-0063","Production-stage router section","section","section-production-stage-router","website-experience","cross-family","cross-family","not-applicable","cross-stage","plant-head;production-manager;qa-qc-head;maintenance-head;purchase-procurement","solution-discovery","awareness;consideration","website","section","Let buyers enter at the line stage where the issue occurs.","Let buyers enter at the line stage where the issue occurs.","find-by-production-stage","router-stage","one-time","1","signed-primary","yes","critical","specified","not-started","not-started","pending-puretronics-validation","not-started","unassigned","FA-0063","funnel-build/page-specs/wire-cable-industry-landing-page.md;data/notion-export/raw-page-fetches/internal-copy-annexure-a-funnel-architecture.json# 5. Wire & Cable Industry Landing Page","asset-class-section;channel-website;format-section;funnel-awareness;funnel-consideration;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;problem-solution-discovery;product-family-cross-family;readiness-specified;recurrence-one-time;scope-signed-primary;solution-cross-family;stage-cross-stage;validation-technical-required;workstream-website-experience","No additional note."
"FA-0067","FA-0063","Five-Product-Family overview section","section","section-product-family-overview","website-experience","cross-family","cross-family","not-applicable","cross-stage","plant-head;production-manager;qa-qc-head;maintenance-head;purchase-procurement","solution-discovery","awareness;consideration","website","section","Introduce the five grouped solution experiences.","Introduce the five grouped solution experiences.","find-the-right-solution","product-families","one-time","1","signed-primary","yes","critical","specified","not-started","not-started","pending-puretronics-validation","not-started","unassigned","FA-0063","funnel-build/page-specs/wire-cable-industry-landing-page.md;data/notion-export/raw-page-fetches/internal-copy-annexure-a-funnel-architecture.json# 5. Wire & Cable Industry Landing Page","asset-class-section;channel-website;format-section;funnel-awareness;funnel-consideration;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;problem-solution-discovery;product-family-cross-family;readiness-specified;recurrence-one-time;scope-signed-primary;solution-cross-family;stage-cross-stage;validation-technical-required;workstream-website-experience","No additional note."
"FA-0068","FA-0063","Signed product coverage strip","section","section-product-coverage","website-experience","cross-family","cross-family","not-applicable","cross-stage","plant-head;production-manager;qa-qc-head;maintenance-head;purchase-procurement","solution-discovery","awareness;consideration","website","section","Show signed products and variants without creating standalone product pages.","Show signed products and variants without creating standalone product pages.","request-product-recommendation","adaptive-requirement-form","one-time","1","signed-primary","yes","critical","specified","not-started","not-started","pending-puretronics-validation","not-started","unassigned","FA-0063","funnel-build/page-specs/wire-cable-industry-landing-page.md;data/notion-export/raw-page-fetches/internal-copy-annexure-a-funnel-architecture.json# 5. Wire & Cable Industry Landing Page","asset-class-section;channel-website;format-section;funnel-awareness;funnel-consideration;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;problem-solution-discovery;product-family-cross-family;readiness-specified;recurrence-one-time;scope-signed-primary;solution-cross-family;stage-cross-stage;validation-technical-required;workstream-website-experience","No additional note."
"FA-0069","FA-0063","Technical proof library access section","section","section-technical-proof-access","website-experience","cross-family","cross-family","not-applicable","cross-stage","plant-head;production-manager;qa-qc-head;maintenance-head;purchase-procurement","solution-discovery","awareness;consideration","website","section","Expose proof families and proof-pack request routes.","Expose proof families and proof-pack request routes.","request-datasheet-or-proof-pack","technical-library","one-time","1","signed-primary","yes","critical","specified","not-started","not-started","pending-puretronics-validation","not-started","unassigned","FA-0063","funnel-build/page-specs/wire-cable-industry-landing-page.md;data/notion-export/raw-page-fetches/internal-copy-annexure-a-funnel-architecture.json# 5. Wire & Cable Industry Landing Page","asset-class-section;channel-website;format-section;funnel-awareness;funnel-consideration;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;problem-solution-discovery;product-family-cross-family;readiness-specified;recurrence-one-time;scope-signed-primary;solution-cross-family;stage-cross-stage;validation-technical-required;workstream-website-experience","No additional note."
"FA-0070","FA-0063","Adaptive requirement form CTA section","section","section-adaptive-form-cta","website-experience","cross-family","cross-family","not-applicable","cross-stage","plant-head;production-manager;qa-qc-head;maintenance-head;purchase-procurement","solution-discovery","awareness;consideration","website","section","Separate sales, proof, service, and existing-customer entry paths.","Separate sales, proof, service, and existing-customer entry paths.","submit-technical-requirement","adaptive-requirement-form","one-time","1","signed-primary","yes","critical","specified","not-started","not-started","pending-puretronics-validation","not-started","unassigned","FA-0063","funnel-build/page-specs/wire-cable-industry-landing-page.md;data/notion-export/raw-page-fetches/internal-copy-annexure-a-funnel-architecture.json# 5. Wire & Cable Industry Landing Page","asset-class-section;channel-website;format-section;funnel-awareness;funnel-consideration;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;problem-solution-discovery;product-family-cross-family;readiness-specified;recurrence-one-time;scope-signed-primary;solution-cross-family;stage-cross-stage;validation-technical-required;workstream-website-experience","No additional note."
"FA-0071","FA-0063","Scope, approval, and change-control footer","section","section-governance-footer","governance","cross-family","cross-family","not-applicable","cross-stage","plant-head;production-manager;qa-qc-head;maintenance-head;purchase-procurement","scope-clarity","cross-funnel","website","section","Keep scope, validation, and approval rules visible.","Keep scope, validation, and approval rules visible.","not-applicable","governance","one-time","1","governance","yes","high","specified","not-started","not-started","not-required","not-started","unassigned","FA-0063","data/notion-export/raw-page-fetches/services-agreement-final-signature-copy.json# 8. Scope Control and Change Requests;docs/00-governance/exclusions-and-change-control.md","asset-class-section;channel-website;format-section;funnel-cross-funnel;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;problem-scope-clarity;product-family-cross-family;readiness-specified;recurrence-one-time;scope-governance;solution-cross-family;stage-cross-stage;validation-technical-not-required;workstream-governance","No additional note."
"FA-0072","FA-0065","Find by Problem router module","module","problem-router","website-experience","cross-family","cross-family","not-applicable","cross-stage","plant-head;production-manager;qa-qc-head;maintenance-head;purchase-procurement","solution-discovery","awareness;consideration","website","router","Provide a reusable buyer-navigation mode.","Find by Problem router module","find-by-problem","product-families","one-time","1","signed-primary","yes","critical","specified","not-started","not-started","pending-puretronics-validation","not-started","unassigned","not-applicable","data/notion-export/raw-page-fetches/internal-copy-annexure-a-funnel-architecture.json# 6. Three Buyer Navigation Modes;funnel-build/page-specs/wire-cable-industry-landing-page.md# Navigation Model","asset-class-module;channel-website;format-router;funnel-awareness;funnel-consideration;navigation-problem;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;problem-solution-discovery;product-family-cross-family;readiness-specified;recurrence-one-time;scope-signed-primary;solution-cross-family;stage-cross-stage;validation-technical-required;workstream-website-experience","No additional note."
"FA-0073","FA-0066","Find by Production Stage router module","module","production-stage-router","website-experience","cross-family","cross-family","not-applicable","cross-stage","plant-head;production-manager;qa-qc-head;maintenance-head;purchase-procurement","solution-discovery","awareness;consideration","website","router","Provide a reusable buyer-navigation mode.","Find by Production Stage router module","find-by-production-stage","product-families","one-time","1","signed-primary","yes","critical","specified","not-started","not-started","pending-puretronics-validation","not-started","unassigned","not-applicable","data/notion-export/raw-page-fetches/internal-copy-annexure-a-funnel-architecture.json# 6. Three Buyer Navigation Modes;funnel-build/page-specs/wire-cable-industry-landing-page.md# Navigation Model","asset-class-module;channel-website;format-router;funnel-awareness;funnel-consideration;navigation-stage;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;problem-solution-discovery;product-family-cross-family;readiness-specified;recurrence-one-time;scope-signed-primary;solution-cross-family;stage-cross-stage;validation-technical-required;workstream-website-experience","No additional note."
"FA-0074","FA-0067","Find by Product Family router module","module","product-family-router","website-experience","cross-family","cross-family","not-applicable","cross-stage","plant-head;production-manager;qa-qc-head;maintenance-head;purchase-procurement","solution-discovery","awareness;consideration","website","router","Provide a reusable buyer-navigation mode.","Find by Product Family router module","find-by-product-family","product-families","one-time","1","signed-primary","yes","critical","specified","not-started","not-started","pending-puretronics-validation","not-started","unassigned","not-applicable","data/notion-export/raw-page-fetches/internal-copy-annexure-a-funnel-architecture.json# 6. Three Buyer Navigation Modes;funnel-build/page-specs/wire-cable-industry-landing-page.md# Navigation Model","asset-class-module;channel-website;format-router;funnel-awareness;funnel-consideration;navigation-family;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;problem-solution-discovery;product-family-cross-family;readiness-specified;recurrence-one-time;scope-signed-primary;solution-cross-family;stage-cross-stage;validation-technical-required;workstream-website-experience","No additional note."
"FA-0075","FA-0067","Inline Measurement & Dimensional Control Product Family experience","module","product-family-experience","website-experience","inline-measurement-dimensional-control","inline-measurement-dimensional-control","LASER-2030;LASER-2060;LASER 2008B;LASER-2020H;LASER-2010H;Laser Diameter Gauge / LASER 2008;LASER-2030H;LASER-2012","online-measurement;extrusion-coating","plant-head;production-manager;qa-qc-head;rd-technical-team;purchase-procurement","diameter-variation","consideration;technical-evaluation;conversion","website","product-family-experience","Provide the grouped Inline Measurement & Dimensional Control buyer experience.","Connect problem, product scope, proof, and requirement capture without model-level page expansion.","request-measurement-recommendation","adaptive-requirement-form","one-time","1","signed-primary","yes","critical","specified","not-started","not-started","pending-puretronics-validation","not-started","unassigned","FA-0063;FA-0067","funnel-build/page-specs/five-product-families.md;data/notion-export/raw-page-fetches/internal-copy-annexure-a-funnel-architecture.json# 7. Five Product Families","asset-class-module;channel-website;format-product-family-experience;funnel-consideration;funnel-conversion;funnel-technical-evaluation;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;persona-rd-technical-team;problem-diameter-variation;product-family-inline-measurement-dimensional-control;product-model-laser-2008b;product-model-laser-2010h;product-model-laser-2012;product-model-laser-2020h;product-model-laser-2030;product-model-laser-2030h;product-model-laser-2060;product-model-laser-diameter-gauge-laser-2008;readiness-specified;recurrence-one-time;scope-signed-primary;solution-inline-measurement-dimensional-control;stage-extrusion-coating;stage-online-measurement;validation-technical-required;workstream-website-experience","No additional note."
"FA-0076","FA-0067","Inline Spark Testing & Insulation Fault Detection Product Family experience","module","product-family-experience","website-experience","inline-spark-testing-insulation-fault-detection","inline-spark-testing-insulation-fault-detection","Live Spark Tester;DC Spark Tester;Acute Spark Tester","spark-fault-inspection;inline-marking","plant-head;production-manager;qa-qc-head;rd-technical-team;purchase-procurement","insulation-faults","consideration;technical-evaluation;conversion","website","product-family-experience","Provide the grouped Inline Spark Testing & Insulation Fault Detection buyer experience.","Connect problem, product scope, proof, and requirement capture without model-level page expansion.","request-fault-detection-fit","adaptive-requirement-form","one-time","1","signed-primary","yes","critical","specified","not-started","not-started","pending-puretronics-validation","not-started","unassigned","FA-0063;FA-0067","funnel-build/page-specs/five-product-families.md;data/notion-export/raw-page-fetches/internal-copy-annexure-a-funnel-architecture.json# 7. Five Product Families","asset-class-module;channel-website;format-product-family-experience;funnel-consideration;funnel-conversion;funnel-technical-evaluation;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;persona-rd-technical-team;problem-insulation-faults;product-family-inline-spark-testing-insulation-fault-detection;product-model-acute-spark-tester;product-model-dc-spark-tester;product-model-live-spark-tester;readiness-specified;recurrence-one-time;scope-signed-primary;solution-inline-spark-testing-insulation-fault-detection;stage-inline-marking;stage-spark-fault-inspection;validation-technical-required;workstream-website-experience","No additional note."
"FA-0077","FA-0067","Cable Testing & Validation Product Family experience","module","product-family-experience","website-experience","cable-testing-validation","cable-testing-validation","AC HV Tester;DC HV Tester;Fire Resistance Cable Testing System","offline-hv-testing;fire-compliance-testing","plant-head;production-manager;qa-qc-head;rd-technical-team;purchase-procurement","hv-validation;fire-resistance-validation","consideration;technical-evaluation;conversion","website","product-family-experience","Provide the grouped Cable Testing & Validation buyer experience, with fire resistance retained as a specialized Solution Theme.","Connect problem, product scope, proof, and requirement capture without model-level page expansion.","discuss-cable-testing-requirement","adaptive-requirement-form","one-time","1","signed-primary","yes","critical","specified","not-started","not-started","pending-puretronics-validation","not-started","unassigned","FA-0063;FA-0067","funnel-build/page-specs/five-product-families.md;data/notion-export/raw-page-fetches/internal-copy-annexure-a-funnel-architecture.json# 7. Five Product Families","asset-class-module;channel-website;format-product-family-experience;funnel-consideration;funnel-conversion;funnel-technical-evaluation;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;persona-rd-technical-team;problem-fire-resistance-validation;problem-hv-validation;product-family-cable-testing-validation;product-model-ac-hv-tester;product-model-dc-hv-tester;product-model-fire-resistance-cable-testing-system;readiness-specified;recurrence-one-time;scope-signed-primary;solution-cable-testing-validation;stage-fire-compliance-testing;stage-offline-hv-testing;validation-technical-required;workstream-website-experience","No additional note."
"FA-0078","FA-0077","Fire Resistance & Circuit Integrity specialized proof module","module","solution-theme-module","website-experience","cable-testing-validation","cable-testing-validation","Fire Resistance Cable Testing System","fire-compliance-testing","plant-head;production-manager;qa-qc-head;rd-technical-team;purchase-procurement","fire-resistance-validation","consideration;technical-evaluation;conversion","website","application-explainer","Provide the specialized fire-resistance proof experience within PF-03 Cable Testing & Validation.","Keep fire resistance visible as a technically distinct theme without treating it as a top-level Product Family.","discuss-fire-resistance-testing-requirement","adaptive-requirement-form","one-time","1","signed-primary","yes","critical","specified","not-started","not-started","pending-puretronics-validation","not-started","unassigned","FA-0063;FA-0067","funnel-build/page-specs/five-product-families.md;data/notion-export/raw-page-fetches/internal-copy-annexure-a-funnel-architecture.json# 7. Five Product Families","asset-class-module;channel-website;format-application-explainer;funnel-consideration;funnel-conversion;funnel-technical-evaluation;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;persona-rd-technical-team;problem-fire-resistance-validation;product-family-cable-testing-validation;product-model-fire-resistance-cable-testing-system;readiness-specified;recurrence-one-time;scope-signed-primary;solution-cable-testing-validation;stage-fire-compliance-testing;validation-technical-required;workstream-website-experience","No additional note."
"FA-0079","FA-0067","Process Equipment & Line Auxiliaries Product Family experience","module","product-family-experience","website-experience","process-equipment-line-auxiliaries","process-equipment-line-auxiliaries","Inline Induction Wire Preheater - 1000 m/min;Inline Induction Wire Preheater - 1500 m/min;Inline Induction Wire Preheater - 2000 m/min;LSP-G1 Static Powder Applicator;LSP-G2 Static Powder Applicator;Butt Welding Machine","joining-butt-welding;pre-extrusion-preheating;powdering-talc-application","plant-head;production-manager;maintenance-head;automation-engineer;oem-integrator","conductor-preheating;powder-adhesion;welding-splicing","consideration;technical-evaluation;conversion","website","product-family-experience","Provide the grouped Process Equipment & Line Auxiliaries buyer experience.","Connect problem, product scope, proof, and requirement capture without model-level page expansion.","share-process-equipment-requirement","adaptive-requirement-form","one-time","1","signed-primary","yes","critical","specified","not-started","not-started","pending-puretronics-validation","not-started","unassigned","FA-0063;FA-0067","funnel-build/page-specs/five-product-families.md;data/notion-export/raw-page-fetches/internal-copy-annexure-a-funnel-architecture.json# 7. Five Product Families","asset-class-module;channel-website;format-product-family-experience;funnel-consideration;funnel-conversion;funnel-technical-evaluation;persona-automation-engineer;persona-maintenance-head;persona-oem-integrator;persona-plant-head;persona-production-manager;problem-conductor-preheating;problem-powder-adhesion;problem-welding-splicing;product-family-process-equipment-line-auxiliaries;product-model-butt-welding-machine;product-model-inline-induction-wire-preheater-1000-m-min;product-model-inline-induction-wire-preheater-1500-m-min;product-model-inline-induction-wire-preheater-2000-m-min;product-model-lsp-g1-static-powder-applicator;product-model-lsp-g2-static-powder-applicator;readiness-specified;recurrence-one-time;scope-signed-primary;solution-process-equipment-line-auxiliaries;stage-joining-butt-welding;stage-powdering-talc-application;stage-pre-extrusion-preheating;validation-technical-required;workstream-website-experience","No additional note."
"FA-0080","FA-0070","Submit technical requirement CTA","module","cta-component","website-experience","cross-family","cross-family","not-applicable","cross-stage","plant-head;production-manager;qa-qc-head;maintenance-head;purchase-procurement;service-user","sales-enquiry","consideration;conversion;retention-expansion","website","cta","Provide a reusable, trackable conversion action.","Submit technical requirement CTA","submit-technical-requirement","adaptive-requirement-form","one-time","1","signed-primary","yes","high","specified","not-started","not-started","not-required","not-started","unassigned","not-applicable","funnel-build/page-specs/wire-cable-industry-landing-page.md# CTA Model;funnel-build/forms-and-routing/adaptive-requirement-form-routing.md# Form Entry Paths","asset-class-module;channel-website;format-cta;funnel-consideration;funnel-conversion;funnel-retention-expansion;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;persona-service-user;problem-sales-enquiry;product-family-cross-family;readiness-specified;recurrence-one-time;scope-signed-primary;solution-cross-family;stage-cross-stage;validation-technical-not-required;workstream-website-experience","No additional note."
"FA-0081","FA-0070","Request datasheet or proof pack CTA","module","cta-component","website-experience","cross-family","cross-family","not-applicable","cross-stage","plant-head;production-manager;qa-qc-head;maintenance-head;purchase-procurement;service-user","technical-proof-request","consideration;conversion;retention-expansion","website","cta","Provide a reusable, trackable conversion action.","Request datasheet or proof pack CTA","request-datasheet-or-proof-pack","form-path-proof-request","one-time","1","signed-primary","yes","high","specified","not-started","not-started","not-required","not-started","unassigned","not-applicable","funnel-build/page-specs/wire-cable-industry-landing-page.md# CTA Model;funnel-build/forms-and-routing/adaptive-requirement-form-routing.md# Form Entry Paths","asset-class-module;channel-website;format-cta;funnel-consideration;funnel-conversion;funnel-retention-expansion;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;persona-service-user;problem-technical-proof-request;product-family-cross-family;readiness-specified;recurrence-one-time;scope-signed-primary;solution-cross-family;stage-cross-stage;validation-technical-not-required;workstream-website-experience","No additional note."
"FA-0082","FA-0070","Raise service/support requirement CTA","module","cta-component","website-experience","cross-family","cross-family","not-applicable","cross-stage","plant-head;production-manager;qa-qc-head;maintenance-head;purchase-procurement;service-user","service-support","consideration;conversion;retention-expansion","website","cta","Provide a reusable, trackable conversion action.","Raise service/support requirement CTA","raise-service-support-requirement","form-path-service-support","one-time","1","signed-primary","yes","high","specified","not-started","not-started","not-required","not-started","unassigned","not-applicable","funnel-build/page-specs/wire-cable-industry-landing-page.md# CTA Model;funnel-build/forms-and-routing/adaptive-requirement-form-routing.md# Form Entry Paths","asset-class-module;channel-website;format-cta;funnel-consideration;funnel-conversion;funnel-retention-expansion;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;persona-service-user;problem-service-support;product-family-cross-family;readiness-specified;recurrence-one-time;scope-signed-primary;solution-cross-family;stage-cross-stage;validation-technical-not-required;workstream-website-experience","No additional note."
"FA-0083","FA-0070","Existing customer expansion CTA","module","cta-component","website-experience","cross-family","cross-family","not-applicable","cross-stage","plant-head;production-manager;qa-qc-head;maintenance-head;purchase-procurement;service-user","existing-customer-expansion","consideration;conversion;retention-expansion","website","cta","Provide a reusable, trackable conversion action.","Existing customer expansion CTA","submit-existing-customer-requirement","form-path-existing-customer","one-time","1","signed-primary","yes","high","specified","not-started","not-started","not-required","not-started","unassigned","not-applicable","funnel-build/page-specs/wire-cable-industry-landing-page.md# CTA Model;funnel-build/forms-and-routing/adaptive-requirement-form-routing.md# Form Entry Paths","asset-class-module;channel-website;format-cta;funnel-consideration;funnel-conversion;funnel-retention-expansion;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;persona-service-user;problem-existing-customer-expansion;product-family-cross-family;readiness-specified;recurrence-one-time;scope-signed-primary;solution-cross-family;stage-cross-stage;validation-technical-not-required;workstream-website-experience","No additional note."
"FA-0084","FA-0064","Find the right solution CTA","module","cta-component","website-experience","cross-family","cross-family","not-applicable","cross-stage","plant-head;production-manager;qa-qc-head;maintenance-head;purchase-procurement;service-user","solution-discovery","consideration;conversion;retention-expansion","website","cta","Provide a reusable, trackable conversion action.","Find the right solution CTA","find-the-right-solution","router-problem","one-time","1","signed-primary","yes","high","specified","not-started","not-started","not-required","not-started","unassigned","not-applicable","funnel-build/page-specs/wire-cable-industry-landing-page.md# CTA Model;funnel-build/forms-and-routing/adaptive-requirement-form-routing.md# Form Entry Paths","asset-class-module;channel-website;format-cta;funnel-consideration;funnel-conversion;funnel-retention-expansion;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;persona-service-user;problem-solution-discovery;product-family-cross-family;readiness-specified;recurrence-one-time;scope-signed-primary;solution-cross-family;stage-cross-stage;validation-technical-not-required;workstream-website-experience","No additional note."
"FA-0085","","Technical Library and proof hub","page","technical-library-hub","technical-library","cross-family","cross-family","not-applicable","cross-stage","plant-head;production-manager;qa-qc-head;maintenance-head;automation-engineer;purchase-procurement;rd-technical-team","technical-confidence","consideration;technical-evaluation","technical-library","page","Organize technical proof for evaluation and sales follow-up.","Buyer-enablement layer, not a passive document dump.","request-datasheet-or-proof-pack","form-path-proof-request","one-time","1","signed-primary","yes","critical","specified","not-started","not-started","pending-puretronics-validation","not-started","unassigned","FA-0063","funnel-build/technical-library/proof-stack.md;data/notion-export/raw-page-fetches/internal-copy-annexure-a-funnel-architecture.json# 10. Proof & Technical Confidence Layer","asset-class-page;channel-technical-library;format-page;funnel-consideration;funnel-technical-evaluation;persona-automation-engineer;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;persona-rd-technical-team;problem-technical-confidence;product-family-cross-family;readiness-specified;recurrence-one-time;scope-signed-primary;solution-cross-family;stage-cross-stage;validation-technical-required;workstream-technical-library","No additional note."
"FA-0086","FA-0085","Inline Measurement datasheet set","proof-asset","datasheet-set","technical-library","inline-measurement-dimensional-control","inline-measurement-dimensional-control","LASER-2030;LASER-2060;LASER 2008B;LASER-2020H;LASER-2010H;Laser Diameter Gauge / LASER 2008;LASER-2030H;LASER-2012","online-measurement","plant-head;production-manager;qa-qc-head;maintenance-head;automation-engineer;purchase-procurement;rd-technical-team;sales-engineer","diameter-variation","consideration;technical-evaluation;commercial-discussion","technical-library","datasheet-set","Provide product-level technical reference for the covered LASER range.","Provide product-level technical reference for the covered LASER range.","request-datasheet-or-proof-pack","adaptive-requirement-form","one-time","1","signed-primary","yes","high","specified","not-started","not-started","pending-puretronics-validation","not-started","unassigned","FA-0085;FA-0075","funnel-build/page-specs/five-product-families.md# Required proof stack;funnel-build/technical-library/proof-stack.md# Product-Family Mapping","asset-class-proof-asset;channel-technical-library;format-datasheet-set;funnel-commercial-discussion;funnel-consideration;funnel-technical-evaluation;persona-automation-engineer;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;persona-rd-technical-team;persona-sales-engineer;problem-diameter-variation;product-family-inline-measurement-dimensional-control;product-model-laser-2008b;product-model-laser-2010h;product-model-laser-2012;product-model-laser-2020h;product-model-laser-2030;product-model-laser-2030h;product-model-laser-2060;product-model-laser-diameter-gauge-laser-2008;readiness-specified;recurrence-one-time;scope-signed-primary;solution-inline-measurement-dimensional-control;stage-online-measurement;validation-technical-required;workstream-technical-library","No additional note."
"FA-0087","FA-0085","LASER model comparison table","proof-asset","comparison-table","technical-library","inline-measurement-dimensional-control","inline-measurement-dimensional-control","LASER-2030;LASER-2060;LASER 2008B;LASER-2020H;LASER-2010H;Laser Diameter Gauge / LASER 2008;LASER-2030H;LASER-2012","online-measurement;extrusion-coating","plant-head;production-manager;qa-qc-head;maintenance-head;automation-engineer;purchase-procurement;rd-technical-team;sales-engineer","model-selection","consideration;technical-evaluation;commercial-discussion","technical-library","comparison-table","Compare covered LASER models and variants without a selector tool.","Compare covered LASER models and variants without a selector tool.","submit-technical-requirement","adaptive-requirement-form","one-time","1","signed-primary","yes","high","specified","not-started","not-started","pending-puretronics-validation","not-started","unassigned","FA-0085;FA-0075","funnel-build/page-specs/five-product-families.md# Required proof stack;funnel-build/technical-library/proof-stack.md# Product-Family Mapping","asset-class-proof-asset;channel-technical-library;format-comparison-table;funnel-commercial-discussion;funnel-consideration;funnel-technical-evaluation;persona-automation-engineer;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;persona-rd-technical-team;persona-sales-engineer;problem-model-selection;product-family-inline-measurement-dimensional-control;product-model-laser-2008b;product-model-laser-2010h;product-model-laser-2012;product-model-laser-2020h;product-model-laser-2030;product-model-laser-2030h;product-model-laser-2060;product-model-laser-diameter-gauge-laser-2008;readiness-specified;recurrence-one-time;scope-signed-primary;solution-inline-measurement-dimensional-control;stage-extrusion-coating;stage-online-measurement;validation-technical-required;workstream-technical-library","No additional note."
